start,end,start [s],end [s],dur [s],speaker
39524,46044,2.47,2.878,0.407,SPEAKER_01
85432,93039,5.34,5.815,0.475,SPEAKER_01
123191,132971,7.699,8.311,0.611,SPEAKER_01
166383,173446,10.399,10.84,0.441,SPEAKER_01
240271,252495,15.017,15.781,0.764,SPEAKER_01
308183,337792,19.261,21.112,1.851,SPEAKER_01
367674,374193,22.98,23.387,0.407,SPEAKER_01
417385,428522,26.087,26.783,0.696,SPEAKER_01
480407,483938,30.025,30.246,0.221,SPEAKER_01
492088,493989,30.756,30.874,0.119,SPEAKER_01
546417,557011,34.151,34.813,0.662,SPEAKER_01
604006,604278,37.75,37.767,0.017,SPEAKER_00
604278,607809,37.767,37.988,0.221,SPEAKER_01
607809,608353,37.988,38.022,0.034,SPEAKER_00
673820,683870,42.114,42.742,0.628,SPEAKER_00
746349,774872,46.647,48.43,1.783,SPEAKER_00
