start,end,start [s],end [s],dur [s],speaker
40882,54193,2.555,3.387,0.832,SPEAKER_00
56910,88964,3.557,5.56,2.003,SPEAKER_00
98200,115857,6.138,7.241,1.104,SPEAKER_00
132427,149269,8.277,9.329,1.053,SPEAKER_00
160407,170458,10.025,10.654,0.628,SPEAKER_00
188115,197351,11.757,12.334,0.577,SPEAKER_00
231307,248421,14.457,15.526,1.07,SPEAKER_00
249779,264176,15.611,16.511,0.9,SPEAKER_00
299490,324482,18.718,20.28,1.562,SPEAKER_00
388047,418743,24.253,26.171,1.919,SPEAKER_00
426078,433955,26.63,27.122,0.492,SPEAKER_00
448624,478234,28.039,29.89,1.851,SPEAKER_00
486112,495891,30.382,30.993,0.611,SPEAKER_00
519796,528488,32.487,33.031,0.543,SPEAKER_00
533650,545602,33.353,34.1,0.747,SPEAKER_00
575755,584991,35.985,36.562,0.577,SPEAKER_00
619219,627911,38.701,39.244,0.543,SPEAKER_00
652903,661052,40.806,41.316,0.509,SPEAKER_00
684957,695551,42.81,43.472,0.662,SPEAKER_00
754499,770526,47.156,48.158,1.002,SPEAKER_00
799320,811544,49.958,50.722,0.764,SPEAKER_00
931612,951986,58.226,59.499,1.273,SPEAKER_00
966655,981595,60.416,61.35,0.934,SPEAKER_00
