start,end,start [s],end [s],dur [s],speaker
53106,78370,3.319,4.898,1.579,SPEAKER_00
97385,128081,6.087,8.005,1.919,SPEAKER_00
140305,171001,8.769,10.688,1.919,SPEAKER_00
181052,189202,11.316,11.825,0.509,SPEAKER_00
204685,223701,12.793,13.981,1.188,SPEAKER_00
237555,256027,14.847,16.002,1.154,SPEAKER_00
288081,295144,18.005,18.447,0.441,SPEAKER_00
303565,324482,18.973,20.28,1.307,SPEAKER_00
340237,369032,21.265,23.065,1.8,SPEAKER_00
396468,419558,24.779,26.222,1.443,SPEAKER_00
436400,450254,27.275,28.141,0.866,SPEAKER_00
484753,501324,30.297,31.333,1.036,SPEAKER_00
509473,513276,31.842,32.08,0.238,SPEAKER_00
529847,549677,33.115,34.355,1.239,SPEAKER_00
594770,744448,37.173,46.528,9.355,SPEAKER_00
769168,784108,48.073,49.007,0.934,SPEAKER_00
792801,811544,49.55,50.722,1.171,SPEAKER_00
840067,877011,52.504,54.813,2.309,SPEAKER_00
904448,927538,56.528,57.971,1.443,SPEAKER_00
971544,1017453,60.722,63.591,2.869,SPEAKER_00
1048964,1056027,65.56,66.002,0.441,SPEAKER_00
