start,end,start [s],end [s],dur [s],speaker
135,16434,0.008,1.027,1.019,SPEAKER_01
52292,61799,3.268,3.862,0.594,SPEAKER_01
151171,171273,9.448,10.705,1.256,SPEAKER_01
182954,196264,11.435,12.267,0.832,SPEAKER_01
389677,405161,24.355,25.323,0.968,SPEAKER_00
392122,392665,24.508,24.542,0.034,SPEAKER_01
395110,397826,24.694,24.864,0.17,SPEAKER_01
428794,438302,26.8,27.394,0.594,SPEAKER_00
585534,604278,36.596,37.767,1.171,SPEAKER_01
629813,652903,39.363,40.806,1.443,SPEAKER_01
681154,692563,42.572,43.285,0.713,SPEAKER_01
