start,end,start [s],end [s],dur [s],speaker
5025,34091,0.314,2.131,1.817,SPEAKER_00
57453,119932,3.591,7.496,3.905,SPEAKER_00
135959,153887,8.497,9.618,1.121,SPEAKER_00
172631,193276,10.789,12.08,1.29,SPEAKER_00
209303,269609,13.081,16.851,3.769,SPEAKER_00
281561,298404,17.598,18.65,1.053,SPEAKER_00
312258,324210,19.516,20.263,0.747,SPEAKER_00
338607,355449,21.163,22.216,1.053,SPEAKER_00
374193,398370,23.387,24.898,1.511,SPEAKER_00
431239,452427,26.952,28.277,1.324,SPEAKER_00
463565,524414,28.973,32.776,3.803,SPEAKER_00
529575,546689,33.098,34.168,1.07,SPEAKER_00
641765,671103,40.11,41.944,1.834,SPEAKER_00
690118,715382,43.132,44.711,1.579,SPEAKER_00
752597,794159,47.037,49.635,2.598,SPEAKER_00
833820,877555,52.114,54.847,2.733,SPEAKER_00
885976,899286,55.374,56.205,0.832,SPEAKER_00
924821,937045,57.801,58.565,0.764,SPEAKER_00
957419,973446,59.839,60.84,1.002,SPEAKER_00
