start,end,start [s],end [s],dur [s],speaker
10730,48760,0.671,3.048,2.377,SPEAKER_01
48760,56366,3.048,3.523,0.475,SPEAKER_00
56366,56910,3.523,3.557,0.034,SPEAKER_01
69677,94125,4.355,5.883,1.528,SPEAKER_00
112869,245161,7.054,15.323,8.268,SPEAKER_01
250050,265806,15.628,16.613,0.985,SPEAKER_02
265806,279117,16.613,17.445,0.832,SPEAKER_01
352733,482852,22.046,30.178,8.132,SPEAKER_01
