start,end,start [s],end [s],dur [s],speaker
135,18336,0.008,1.146,1.138,SPEAKER_01
23225,42241,1.452,2.64,1.188,SPEAKER_01
54465,73752,3.404,4.61,1.205,SPEAKER_01
99558,115314,6.222,7.207,0.985,SPEAKER_01
143565,211205,8.973,13.2,4.228,SPEAKER_01
233208,249507,14.576,15.594,1.019,SPEAKER_01
277215,293242,17.326,18.328,1.002,SPEAKER_01
328285,470084,20.518,29.38,8.862,SPEAKER_01
485568,511918,30.348,31.995,1.647,SPEAKER_01
511918,569507,31.995,35.594,3.599,SPEAKER_00
596943,649371,37.309,40.586,3.277,SPEAKER_00
708590,717283,44.287,44.83,0.543,SPEAKER_01
725976,785466,45.374,49.092,3.718,SPEAKER_01
788998,789813,49.312,49.363,0.051,SPEAKER_00
798505,823769,49.907,51.486,1.579,SPEAKER_01
845229,873752,52.827,54.61,1.783,SPEAKER_01
943022,944108,58.939,59.007,0.068,SPEAKER_01
962037,975891,60.127,60.993,0.866,SPEAKER_01
