start,end,start [s],end [s],dur [s],speaker
2580,9100,0.161,0.569,0.407,SPEAKER_00
61256,98471,3.829,6.154,2.326,SPEAKER_00
128081,147368,8.005,9.211,1.205,SPEAKER_00
160950,175076,10.059,10.942,0.883,SPEAKER_00
190560,201154,11.91,12.572,0.662,SPEAKER_00
221528,246247,13.846,15.39,1.545,SPEAKER_00
275585,300577,17.224,18.786,1.562,SPEAKER_00
319864,333718,19.992,20.857,0.866,SPEAKER_00
345398,358438,21.587,22.402,0.815,SPEAKER_00
373650,415212,23.353,25.951,2.598,SPEAKER_00
426621,440203,26.664,27.513,0.849,SPEAKER_00
459219,471714,28.701,29.482,0.781,SPEAKER_00
483667,526315,30.229,32.895,2.666,SPEAKER_00
531748,565432,33.234,35.34,2.105,SPEAKER_00
606179,644482,37.886,40.28,2.394,SPEAKER_00
676808,689847,42.301,43.115,0.815,SPEAKER_00
738471,755042,46.154,47.19,1.036,SPEAKER_00
766723,773242,47.92,48.328,0.407,SPEAKER_00
