start,end,start [s],end [s],dur [s],speaker
102546,113140,6.409,7.071,0.662,SPEAKER_00
133514,148183,8.345,9.261,0.917,SPEAKER_00
206859,248421,12.929,15.526,2.598,SPEAKER_00
274770,331816,17.173,20.739,3.565,SPEAKER_00
378539,392665,23.659,24.542,0.883,SPEAKER_00
407877,435314,25.492,27.207,1.715,SPEAKER_00
596129,627911,37.258,39.244,1.986,SPEAKER_00
916943,950628,57.309,59.414,2.105,SPEAKER_01
963395,986485,60.212,61.655,1.443,SPEAKER_01
1011748,1068522,63.234,66.783,3.548,SPEAKER_00
1135348,1177453,70.959,73.591,2.632,SPEAKER_00
1209507,1222275,75.594,76.392,0.798,SPEAKER_00
1500713,1563463,93.795,97.716,3.922,SPEAKER_01
1608828,1659898,100.552,103.744,3.192,SPEAKER_00
