start,end,start [s],end [s],dur [s],speaker
135,246791,0.008,15.424,15.416,SPEAKER_01
257928,266349,16.121,16.647,0.526,SPEAKER_01
269337,314974,16.834,19.686,2.852,SPEAKER_01
331544,347572,20.722,21.723,1.002,SPEAKER_01
409235,446179,25.577,27.886,2.309,SPEAKER_01
474159,489371,29.635,30.586,0.951,SPEAKER_01
517894,533378,32.368,33.336,0.968,SPEAKER_01
576027,576842,36.002,36.053,0.051,SPEAKER_00
576842,592054,36.053,37.003,0.951,SPEAKER_01
592054,609983,37.003,38.124,1.121,SPEAKER_00
654261,685500,40.891,42.844,1.952,SPEAKER_00
761290,779219,47.581,48.701,1.121,SPEAKER_00
950899,954974,59.431,59.686,0.255,SPEAKER_00
