start,end,start [s],end [s],dur [s],speaker
6383,15891,0.399,0.993,0.594,SPEAKER_01
34634,45500,2.165,2.844,0.679,SPEAKER_01
79728,88692,4.983,5.543,0.56,SPEAKER_01
107979,117758,6.749,7.36,0.611,SPEAKER_01
147640,153887,9.228,9.618,0.39,SPEAKER_01
181324,210933,11.333,13.183,1.851,SPEAKER_01
263904,273412,16.494,17.088,0.594,SPEAKER_01
351646,360067,21.978,22.504,0.526,SPEAKER_01
512190,522241,32.012,32.64,0.628,SPEAKER_01
593412,601290,37.088,37.581,0.492,SPEAKER_01
743089,754227,46.443,47.139,0.696,SPEAKER_01
796604,807198,49.788,50.45,0.662,SPEAKER_01
858268,869134,53.642,54.321,0.679,SPEAKER_00
921290,932699,57.581,58.294,0.713,SPEAKER_00
967741,975891,60.484,60.993,0.509,SPEAKER_00
