start,end,start [s],end [s],dur [s],speaker
135,50662,0.008,3.166,3.158,SPEAKER_01
55551,67232,3.472,4.202,0.73,SPEAKER_01
87062,189202,5.441,11.825,6.384,SPEAKER_01
201154,263089,12.572,16.443,3.871,SPEAKER_01
277758,293514,17.36,18.345,0.985,SPEAKER_01
298132,350560,18.633,21.91,3.277,SPEAKER_01
369032,383972,23.065,23.998,0.934,SPEAKER_01
399728,413310,24.983,25.832,0.849,SPEAKER_01
425806,438573,26.613,27.411,0.798,SPEAKER_01
461120,463293,28.82,28.956,0.136,SPEAKER_01
466825,483938,29.177,30.246,1.07,SPEAKER_01
517623,532563,32.351,33.285,0.934,SPEAKER_01
573310,582818,35.832,36.426,0.594,SPEAKER_01
582818,583089,36.426,36.443,0.017,SPEAKER_00
692563,721358,43.285,45.085,1.8,SPEAKER_00
837351,864787,52.334,54.049,1.715,SPEAKER_01
880814,897928,55.051,56.121,1.07,SPEAKER_01
931884,948183,58.243,59.261,1.019,SPEAKER_01
937860,940577,58.616,58.786,0.17,SPEAKER_00
961765,981052,60.11,61.316,1.205,SPEAKER_01
972088,973989,60.756,60.874,0.119,SPEAKER_00
