start,end,start [s],end [s],dur [s],speaker
11816,34634,0.739,2.165,1.426,SPEAKER_01
44142,50933,2.759,3.183,0.424,SPEAKER_01
58539,78641,3.659,4.915,1.256,SPEAKER_01
84617,115314,5.289,7.207,1.919,SPEAKER_01
117487,130526,7.343,8.158,0.815,SPEAKER_01
146553,167198,9.16,10.45,1.29,SPEAKER_01
177249,178064,11.078,11.129,0.051,SPEAKER_01
179694,197623,11.231,12.351,1.121,SPEAKER_01
200067,209303,12.504,13.081,0.577,SPEAKER_01
210933,238370,13.183,14.898,1.715,SPEAKER_01
240271,260916,15.017,16.307,1.29,SPEAKER_01
277758,281833,17.36,17.615,0.255,SPEAKER_00
281833,306825,17.615,19.177,1.562,SPEAKER_01
308726,343225,19.295,21.452,2.156,SPEAKER_01
350831,400543,21.927,25.034,3.107,SPEAKER_01
411952,495348,25.747,30.959,5.212,SPEAKER_01
