start,end,start [s],end [s],dur [s],speaker
407,15076,0.008,0.314,0.306,SPEAKER_00
69677,390764,1.452,8.141,6.689,SPEAKER_01
444550,784380,9.261,16.341,7.08,SPEAKER_01
1001154,1112801,20.857,23.183,2.326,SPEAKER_01
1192665,1240747,24.847,25.849,1.002,SPEAKER_01
1357283,1399660,28.277,29.16,0.883,SPEAKER_00
1824244,1977453,38.005,41.197,3.192,SPEAKER_01
2045093,2130662,42.606,44.389,1.783,SPEAKER_01
2216230,2256162,46.171,47.003,0.832,SPEAKER_01
2351511,2397962,48.99,49.958,0.968,SPEAKER_01
2513684,2551171,52.368,53.149,0.781,SPEAKER_01
2732088,2782614,56.919,57.971,1.053,SPEAKER_01
2864108,2916264,59.669,60.756,1.087,SPEAKER_01
2977385,2988794,62.029,62.267,0.238,SPEAKER_01
