start,end,start [s],end [s],dur [s],speaker
197894,205772,12.368,12.861,0.492,SPEAKER_00
219898,272597,13.744,17.037,3.294,SPEAKER_00
288624,319049,18.039,19.941,1.902,SPEAKER_00
327741,347028,20.484,21.689,1.205,SPEAKER_00
391578,420916,24.474,26.307,1.834,SPEAKER_00
438302,473073,27.394,29.567,2.173,SPEAKER_00
489100,527945,30.569,32.997,2.428,SPEAKER_00
558098,604821,34.881,37.801,2.92,SPEAKER_00
636604,660237,39.788,41.265,1.477,SPEAKER_00
695823,758845,43.489,47.428,3.939,SPEAKER_00
770254,793073,48.141,49.567,1.426,SPEAKER_00
805568,809371,50.348,50.586,0.238,SPEAKER_01
825670,830016,51.604,51.876,0.272,SPEAKER_00
