start,end,start [s],end [s],dur [s],speaker
63972,77826,3.998,4.864,0.866,SPEAKER_00
154159,173718,9.635,10.857,1.222,SPEAKER_00
201426,230764,12.589,14.423,1.834,SPEAKER_00
243531,260373,15.221,16.273,1.053,SPEAKER_00
269066,281833,16.817,17.615,0.798,SPEAKER_00
320950,358166,20.059,22.385,2.326,SPEAKER_00
436129,448353,27.258,28.022,0.764,SPEAKER_00
451341,455687,28.209,28.48,0.272,SPEAKER_01
466825,486112,29.177,30.382,1.205,SPEAKER_00
501867,507843,31.367,31.74,0.374,SPEAKER_00
518709,538268,32.419,33.642,1.222,SPEAKER_00
568421,588794,35.526,36.8,1.273,SPEAKER_00
596943,640135,37.309,40.008,2.699,SPEAKER_00
653718,781392,40.857,48.837,7.98,SPEAKER_00
788998,800679,49.312,50.042,0.73,SPEAKER_01
814533,882988,50.908,55.187,4.278,SPEAKER_00
890594,915042,55.662,57.19,1.528,SPEAKER_00
934329,955246,58.396,59.703,1.307,SPEAKER_00
979966,1014465,61.248,63.404,2.156,SPEAKER_00
