start,end,start [s],end [s],dur [s],speaker
135,1222,0.008,0.076,0.068,SPEAKER_00
8013,18607,0.501,1.163,0.662,SPEAKER_00
19694,28658,1.231,1.791,0.56,SPEAKER_01
33005,39524,2.063,2.47,0.407,SPEAKER_00
51748,71307,3.234,4.457,1.222,SPEAKER_00
85704,110967,5.357,6.935,1.579,SPEAKER_00
118302,130526,7.394,8.158,0.764,SPEAKER_00
150899,163938,9.431,10.246,0.815,SPEAKER_00
199252,210390,12.453,13.149,0.696,SPEAKER_00
260645,283735,16.29,17.733,1.443,SPEAKER_00
291884,305738,18.243,19.109,0.866,SPEAKER_00
363327,400543,22.708,25.034,2.326,SPEAKER_01
400543,401086,25.034,25.068,0.034,SPEAKER_00
401629,411680,25.102,25.73,0.628,SPEAKER_00
424719,471714,26.545,29.482,2.937,SPEAKER_00
473073,478505,29.567,29.907,0.34,SPEAKER_01
487198,522784,30.45,32.674,2.224,SPEAKER_00
