start,end,start [s],end [s],dur [s],speaker
3395,20237,0.212,1.265,1.053,SPEAKER_01
41426,54193,2.589,3.387,0.798,SPEAKER_01
72937,91680,4.559,5.73,1.171,SPEAKER_01
105806,122648,6.613,7.666,1.053,SPEAKER_01
146553,162580,9.16,10.161,1.002,SPEAKER_01
176162,188658,11.01,11.791,0.781,SPEAKER_01
252767,264991,15.798,16.562,0.764,SPEAKER_01
294329,307640,18.396,19.228,0.832,SPEAKER_01
394838,405432,24.677,25.34,0.662,SPEAKER_01
501052,512733,31.316,32.046,0.73,SPEAKER_01
656706,686587,41.044,42.912,1.868,SPEAKER_01
782478,791986,48.905,49.499,0.594,SPEAKER_00
935959,950899,58.497,59.431,0.934,SPEAKER_01
