start,end,start [s],end [s],dur [s],speaker
135,62342,0.008,3.896,3.888,SPEAKER_00
62342,63429,3.896,3.964,0.068,SPEAKER_01
63429,77011,3.964,4.813,0.849,SPEAKER_00
92495,151443,5.781,9.465,3.684,SPEAKER_00
154159,161222,9.635,10.076,0.441,SPEAKER_01
171544,177521,10.722,11.095,0.374,SPEAKER_00
194634,225602,12.165,14.1,1.935,SPEAKER_00
249779,266893,15.611,16.681,1.07,SPEAKER_00
281290,327741,17.581,20.484,2.903,SPEAKER_00
350831,417657,21.927,26.104,4.177,SPEAKER_00
426621,469541,26.664,29.346,2.683,SPEAKER_01
471986,478777,29.499,29.924,0.424,SPEAKER_01
480407,489100,30.025,30.569,0.543,SPEAKER_01
535551,554023,33.472,34.626,1.154,SPEAKER_01
