start,end,start [s],end [s],dur [s],speaker
20780,39252,1.299,2.453,1.154,SPEAKER_01
55551,201426,3.472,12.589,9.117,SPEAKER_01
210933,232665,13.183,14.542,1.358,SPEAKER_01
254668,333718,15.917,20.857,4.941,SPEAKER_01
382886,398098,23.93,24.881,0.951,SPEAKER_01
477419,503497,29.839,31.469,1.63,SPEAKER_01
567877,584719,35.492,36.545,1.053,SPEAKER_01
597487,638777,37.343,39.924,2.581,SPEAKER_00
716740,740373,44.796,46.273,1.477,SPEAKER_01
764821,777589,47.801,48.599,0.798,SPEAKER_01
807741,823769,50.484,51.486,1.002,SPEAKER_01
851205,882173,53.2,55.136,1.935,SPEAKER_01
