start,end,start [s],end [s],dur [s],speaker
135,5568,0.008,0.348,0.34,SPEAKER_01
55823,69134,3.489,4.321,0.832,SPEAKER_01
102003,111782,6.375,6.986,0.611,SPEAKER_01
144380,168828,9.024,10.552,1.528,SPEAKER_01
223701,236196,13.981,14.762,0.781,SPEAKER_01
275042,295959,17.19,18.497,1.307,SPEAKER_01
408421,420101,25.526,26.256,0.73,SPEAKER_01
474159,488828,29.635,30.552,0.917,SPEAKER_01
561086,574397,35.068,35.9,0.832,SPEAKER_01
663225,688760,41.452,43.048,1.596,SPEAKER_01
704787,705331,44.049,44.083,0.034,SPEAKER_01
705331,711578,44.083,44.474,0.39,SPEAKER_00
737113,753140,46.07,47.071,1.002,SPEAKER_00
