start,end,start [s],end [s],dur [s],speaker
135,8013,0.008,0.501,0.492,SPEAKER_01
45772,60441,2.861,3.778,0.917,SPEAKER_01
90594,107979,5.662,6.749,1.087,SPEAKER_01
160135,173718,10.008,10.857,0.849,SPEAKER_01
212835,239185,13.302,14.949,1.647,SPEAKER_01
286179,304651,17.886,19.041,1.154,SPEAKER_01
380169,418471,23.761,26.154,2.394,SPEAKER_00
455415,470084,28.463,29.38,0.917,SPEAKER_01
477147,504584,29.822,31.537,1.715,SPEAKER_01
512733,533650,32.046,33.353,1.307,SPEAKER_01
577385,586349,36.087,36.647,0.56,SPEAKER_01
648556,693378,40.535,43.336,2.801,SPEAKER_01
815891,818607,50.993,51.163,0.17,SPEAKER_01
853650,868862,53.353,54.304,0.951,SPEAKER_01
922376,975891,57.649,60.993,3.345,SPEAKER_01
