start,end,start [s],end [s],dur [s],speaker
135,6383,0.008,0.399,0.39,SPEAKER_00
13718,32190,0.857,2.012,1.154,SPEAKER_00
50662,67775,3.166,4.236,1.07,SPEAKER_00
121561,141392,7.598,8.837,1.239,SPEAKER_00
164482,182139,10.28,11.384,1.104,SPEAKER_00
311714,340780,19.482,21.299,1.817,SPEAKER_01
400814,425263,25.051,26.579,1.528,SPEAKER_00
493174,507843,30.823,31.74,0.917,SPEAKER_00
655076,673548,40.942,42.097,1.154,SPEAKER_00
710492,720814,44.406,45.051,0.645,SPEAKER_01
741731,769983,46.358,48.124,1.766,SPEAKER_01
789541,808556,49.346,50.535,1.188,SPEAKER_01
877826,886247,54.864,55.39,0.526,SPEAKER_01
888421,895212,55.526,55.951,0.424,SPEAKER_01
907164,938947,56.698,58.684,1.986,SPEAKER_01
914499,916943,57.156,57.309,0.153,SPEAKER_00
970730,974261,60.671,60.891,0.221,SPEAKER_01
